Date,Ticker,Company Name,Region,Sector,Price,Shares,Market Value,Allocation (%)
2025-05-21,DELL,Dell Technologies Inc.,Emerging Markets,Materials,282.23,5031,1419899.13,1.16
2025-05-21,LRCX,Lam Research Corporation,Others,Energy,44.98,4318,194223.64,0.16
2025-05-21,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,126.04,4489,565793.56,0.46
2025-05-21,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,185.99,3031,563735.69,0.46
2025-05-21,MU,"Micron Technology, Inc.",North America,Energy,493.82,7225,3567849.5,2.93
2025-05-21,SNPS,"Synopsys, Inc.",North America,Consumer Staples,273.84,6387,1749016.08,1.43
2025-05-21,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,407.55,9439,3846864.45,3.15
2025-05-21,D,"Dominion Energy, Inc.",North America,Technology,254.88,2611,665491.68,0.55
2025-05-21,AEP,"American Electric Power Company, Inc.",North America,Technology,25.33,759,19225.47,0.02
2025-05-21,XEL,Xcel Energy Inc.,Others,Financials,168.37,6646,1118987.02,0.92
2025-05-21,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,357.75,8438,3018694.5,2.48
2025-05-21,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,177.68,1834,325865.12,0.27
2025-05-21,SO,The Southern Company,Asia,Real Estate,92.78,3076,285391.28,0.23
2025-05-22,AAPL,Apple Inc.,Asia,Technology,192.83,960,185116.8,0.15
2025-05-22,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,94.97,5291,502486.27,0.41
2025-05-22,AMZN,"Amazon.com, Inc.",North America,Financials,301.69,5834,1760059.46,1.44
2025-05-22,GOOGL,Alphabet Inc.,Asia,Consumer Staples,226.5,4526,1025139.0,0.84
2025-05-22,META,"Meta Platforms, Inc.",North America,Materials,236.32,8422,1990287.04,1.63
2025-05-22,TSLA,"Tesla, Inc.",North America,Financials,15.32,869,13313.08,0.01
2025-05-22,NVDA,NVIDIA Corporation,North America,Consumer Staples,362.01,7049,2551808.49,2.09
2025-05-22,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.4,5151,27815.4,0.02
2025-05-22,BAC,Bank of America Corporation,North America,Consumer Staples,93.99,4655,437523.45,0.36
2025-05-22,WMT,Walmart Inc.,Europe,Utilities,310.75,6496,2018632.0,1.65
2025-05-22,PG,The Procter & Gamble Company,Asia,Technology,220.22,8766,1930448.52,1.58
2025-05-22,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,311.6,7949,2476908.4,2.03
2025-05-22,CVX,Chevron Corporation,Asia,Energy,28.06,2847,79886.82,0.07
2025-05-22,T,AT&T Inc.,North America,Consumer Discretionary,186.59,289,53924.51,0.04
2025-05-22,VZ,Verizon Communications Inc.,Others,Energy,49.61,3105,154039.05,0.13
2025-05-22,KO,The Coca-Cola Company,North America,Materials,102.65,7834,804160.1,0.66
2025-05-22,PFE,Pfizer Inc.,North America,Energy,488.74,1628,795668.72,0.65
2025-05-22,MRK,"Merck & Co., Inc.",Asia,Technology,27.48,3990,109645.2,0.09
2025-05-22,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,344.88,5493,1894425.84,1.55
2025-05-22,UNH,UnitedHealth Group Incorporated,North America,Materials,464.38,8533,3962554.54,3.25
2025-05-22,HD,"The Home Depot, Inc.",North America,Industrials,199.76,7613,1520772.88,1.25
2025-05-22,DIS,The Walt Disney Company,Emerging Markets,Real Estate,52.41,9655,506018.55,0.41
2025-05-22,NFLX,"Netflix, Inc.",Others,Energy,126.17,7199,908297.83,0.74
2025-05-22,ORCL,Oracle Corporation,Asia,Financials,64.82,875,56717.5,0.05
2025-05-22,INTC,Intel Corporation,North America,Consumer Discretionary,22.14,3252,71999.28,0.06
2025-05-22,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,132.1,4043,534080.3,0.44
2025-05-22,ADBE,Adobe Inc.,Others,Financials,385.24,1121,431854.04,0.35
2025-05-22,CRM,"Salesforce, Inc.",Europe,Utilities,262.54,3943,1035195.22,0.85
2025-05-22,PYPL,"PayPal Holdings, Inc.",Asia,Energy,97.54,6973,680146.42,0.56
2025-05-22,NKE,"NIKE, Inc.",North America,Energy,227.8,4397,1001636.6,0.82
2025-05-22,MCD,McDonald's Corporation,North America,Industrials,449.52,7729,3474340.08,2.85
2025-05-22,COST,Costco Wholesale Corporation,Emerging Markets,Financials,102.64,1116,114546.24,0.09
2025-05-22,SBUX,Starbucks Corporation,Asia,Health Care,478.24,7992,3822094.08,3.13
2025-05-22,BA,The Boeing Company,Asia,Consumer Discretionary,194.87,8629,1681533.23,1.38
2025-05-22,CAT,Caterpillar Inc.,North America,Materials,268.61,4987,1339558.07,1.1
2025-05-22,MMM,3M Company,North America,Consumer Staples,181.68,4959,900951.12,0.74
2025-05-22,GE,General Electric Company,North America,Energy,303.99,8784,2670248.16,2.19
2025-05-22,GM,General Motors Company,Emerging Markets,Technology,73.16,2162,158171.92,0.13
2025-05-22,F,Ford Motor Company,North America,Technology,87.26,8106,707329.56,0.58
2025-05-22,SAP,SAP SE,Emerging Markets,Materials,211.97,2127,450860.19,0.37
2025-05-22,ASML,ASML Holding N.V.,North America,Consumer Discretionary,148.54,5358,795877.32,0.65
2025-05-22,RY,Royal Bank of Canada,Others,Real Estate,103.39,491,50764.49,0.04
2025-05-22,HSBC,HSBC Holdings plc,Others,Energy,362.57,5992,2172519.44,1.78
2025-05-22,BP,BP p.l.c.,North America,Utilities,464.09,6284,2916341.56,2.39
2025-05-22,RDSA,Royal Dutch Shell plc,Europe,Utilities,466.95,8492,3965339.4,3.25
2025-05-22,GSK,GlaxoSmithKline plc,North America,Health Care,312.34,3204,1000737.36,0.82
2025-05-22,UL,Unilever PLC,North America,Consumer Staples,36.07,2554,92122.78,0.08
2025-05-22,NVS,Novartis AG,Asia,Real Estate,336.69,9096,3062532.24,2.51
2025-05-22,RHHBY,Roche Holding AG,Europe,Real Estate,363.32,8254,2998843.28,2.46
2025-05-22,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,282.89,8210,2322526.9,1.9
2025-05-22,TCEHY,Tencent Holdings Limited,Others,Health Care,359.19,3940,1415208.6,1.16
2025-05-22,BABA,Alibaba Group Holding Limited,Asia,Financials,362.13,602,218002.26,0.18
2025-05-22,SONY,Sony Group Corporation,Emerging Markets,Financials,386.85,9162,3544319.7,2.9
2025-05-22,TM,Toyota Motor Corporation,North America,Health Care,25.06,306,7668.36,0.01
2025-05-22,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,220.09,7821,1721323.89,1.41
2025-05-22,RELIANCE,Reliance Industries Limited,Asia,Materials,221.91,7958,1765959.78,1.45
2025-05-22,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.59,2890,59505.1,0.05
2025-05-22,INFY,Infosys Limited,Asia,Consumer Staples,242.39,5216,1264306.24,1.04
2025-05-22,HDFCBANK,HDFC Bank Limited,Others,Technology,257.95,1857,479013.15,0.39
2025-05-22,ICICIBANK,ICICI Bank Limited,Asia,Financials,73.71,6474,477198.54,0.39
2025-05-22,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,210.02,3342,701886.84,0.57
2025-05-22,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,104.6,6768,707932.8,0.58
2025-05-22,BHARTIARTL,Bharti Airtel Limited,North America,Materials,43.01,3257,140083.57,0.11
2025-05-22,LT,Larsen & Toubro Limited,North America,Technology,437.43,9889,4325745.27,3.54
2025-05-22,SBIN,State Bank of India,Others,Industrials,320.37,2793,894793.41,0.73
2025-05-22,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,233.73,3727,871111.71,0.71
2025-05-22,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,211.64,5550,1174602.0,0.96
2025-05-22,CVS,CVS Health Corporation,Others,Industrials,165.67,5692,942993.64,0.77
2025-05-22,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,160.99,7492,1206137.08,0.99
2025-05-22,CMCSA,Comcast Corporation,Asia,Health Care,138.73,1406,195054.38,0.16
2025-05-22,CSX,CSX Corporation,Europe,Health Care,213.84,5964,1275341.76,1.04
2025-05-22,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,152.48,9001,1372472.48,1.12
2025-05-22,PLD,"Prologis, Inc.",Others,Real Estate,256.81,4513,1158983.53,0.95
2025-05-22,AMGN,Amgen Inc.,Europe,Technology,114.6,763,87439.8,0.07
2025-05-22,TXN,Texas Instruments Incorporated,North America,Energy,481.99,1595,768774.05,0.63
2025-05-22,QCOM,Qualcomm Incorporated,Others,Industrials,358.51,5332,1911575.32,1.57
2025-05-22,GILD,"Gilead Sciences, Inc.",North America,Consumer Discretionary,37.33,6685,249551.05,0.2
2025-05-22,BMY,Bristol-Myers Squibb Company,Others,Financials,491.44,3681,1808990.64,1.48
2025-05-22,BIIB,Biogen Inc.,North America,Utilities,354.53,7654,2713572.62,2.22
2025-05-22,LLY,Eli Lilly and Company,Emerging Markets,Consumer Staples,150.84,3796,572588.64,0.47
2025-05-22,ABT,Abbott Laboratories,Emerging Markets,Health Care,504.21,798,402359.58,0.33
2025-05-22,MDT,Medtronic plc,Asia,Consumer Staples,308.91,4837,1494197.67,1.22
2025-05-22,EL,The Estée Lauder Companies Inc.,North America,Consumer Staples,207.86,954,198298.44,0.16
2025-05-22,GS,"The Goldman Sachs Group, Inc.",Others,Materials,140.91,7492,1055697.72,0.86
2025-05-22,MS,Morgan Stanley,Others,Consumer Staples,320.9,5349,1716494.1,1.41
2025-05-22,BBY,"Best Buy Co., Inc.",Emerging Markets,Consumer Discretionary,262.24,5891,1544855.84,1.27
2025-05-22,DELL,Dell Technologies Inc.,Emerging Markets,Materials,278.62,5031,1401737.22,1.15
2025-05-22,LRCX,Lam Research Corporation,Others,Energy,44.74,4318,193187.32,0.16
2025-05-22,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,123.3,4489,553493.7,0.45
2025-05-22,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,189.27,3031,573677.37,0.47
2025-05-22,MU,"Micron Technology, Inc.",North America,Energy,491.59,7225,3551737.75,2.91
2025-05-22,SNPS,"Synopsys, Inc.",North America,Consumer Staples,270.68,6387,1728833.16,1.42
2025-05-22,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,422.27,9439,3985806.53,3.26
2025-05-22,D,"Dominion Energy, Inc.",North America,Technology,256.54,2611,669825.94,0.55
2025-05-22,AEP,"American Electric Power Company, Inc.",North America,Technology,25.29,759,19195.11,0.02
2025-05-22,XEL,Xcel Energy Inc.,Others,Financials,167.71,6646,1114600.66,0.91
2025-05-22,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,359.04,8438,3029579.52,2.48
2025-05-22,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,178.1,1834,326635.4,0.27
2025-05-22,SO,The Southern Company,Asia,Real Estate,92.94,3076,285883.44,0.23
2025-05-23,AAPL,Apple Inc.,Asia,Technology,192.76,960,185049.6,0.15
2025-05-23,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,95.72,5291,506454.52,0.42
2025-05-23,AMZN,"Amazon.com, Inc.",North America,Financials,298.6,5834,1742032.4,1.43
2025-05-23,GOOGL,Alphabet Inc.,Asia,Consumer Staples,227.13,4526,1027990.38,0.84
2025-05-23,META,"Meta Platforms, Inc.",North America,Materials,232.83,8422,1960894.26,1.61
2025-05-23,TSLA,"Tesla, Inc.",North America,Financials,15.45,869,13426.05,0.01
2025-05-23,NVDA,NVIDIA Corporation,North America,Consumer Staples,365.97,7049,2579722.53,2.11
2025-05-23,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.43,5151,27969.93,0.02
2025-05-23,BAC,Bank of America Corporation,North America,Consumer Staples,95.8,4655,445949.0,0.37
2025-05-23,WMT,Walmart Inc.,Europe,Utilities,305.07,6496,1981734.72,1.62
2025-05-23,PG,The Procter & Gamble Company,Asia,Technology,218.38,8766,1914319.08,1.57
2025-05-23,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,309.34,7949,2458943.66,2.02
2025-05-23,CVX,Chevron Corporation,Asia,Energy,27.61,2847,78605.67,0.06
2025-05-23,T,AT&T Inc.,North America,Consumer Discretionary,188.66,289,54522.74,0.04
2025-05-23,VZ,Verizon Communications Inc.,Others,Energy,50.88,3105,157982.4,0.13
2025-05-23,KO,The Coca-Cola Company,North America,Materials,101.82,7834,797657.88,0.65
2025-05-23,PFE,Pfizer Inc.,North America,Energy,484.82,1628,789286.96,0.65
2025-05-23,MRK,"Merck & Co., Inc.",Asia,Technology,28.05,3990,111919.5,0.09
2025-05-23,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,339.76,5493,1866301.68,1.53
2025-05-23,UNH,UnitedHealth Group Incorporated,North America,Materials,475.94,8533,4061196.02,3.33
2025-05-23,HD,"The Home Depot, Inc.",North America,Industrials,195.64,7613,1489407.32,1.22
2025-05-23,DIS,The Walt Disney Company,Emerging Markets,Real Estate,52.8,9655,509784.0,0.42
2025-05-23,NFLX,"Netflix, Inc.",Others,Energy,125.91,7199,906426.09,0.74
2025-05-23,ORCL,Oracle Corporation,Asia,Financials,65.71,875,57496.25,0.05
2025-05-23,INTC,Intel Corporation,North America,Consumer Discretionary,21.9,3252,71218.8,0.06
2025-05-23,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,135.1,4043,546209.3,0.45
2025-05-23,ADBE,Adobe Inc.,Others,Financials,376.97,1121,422583.37,0.35
2025-05-23,CRM,"Salesforce, Inc.",Europe,Utilities,259.17,3943,1021907.31,0.84
2025-05-23,PYPL,"PayPal Holdings, Inc.",Asia,Energy,96.68,6973,674149.64,0.55
2025-05-23,NKE,"NIKE, Inc.",North America,Energy,228.43,4397,1004406.71,0.82
2025-05-23,MCD,McDonald's Corporation,North America,Industrials,450.32,7729,3480523.28,2.85
2025-05-23,COST,Costco Wholesale Corporation,Emerging Markets,Financials,102.72,1116,114635.52,0.09
2025-05-23,SBUX,Starbucks Corporation,Asia,Health Care,483.26,7992,3862213.92,3.17
2025-05-23,BA,The Boeing Company,Asia,Consumer Discretionary,198.34,8629,1711475.86,1.4
2025-05-23,CAT,Caterpillar Inc.,North America,Materials,270.59,4987,1349432.33,1.11
2025-05-23,MMM,3M Company,North America,Consumer Staples,180.35,4959,894355.65,0.73
2025-05-23,GE,General Electric Company,North America,Energy,307.75,8784,2703276.0,2.22
2025-05-23,GM,General Motors Company,Emerging Markets,Technology,74.94,2162,162020.28,0.13
2025-05-23,F,Ford Motor Company,North America,Technology,87.52,8106,709437.12,0.58
2025-05-23,SAP,SAP SE,Emerging Markets,Materials,210.92,2127,448626.84,0.37
2025-05-23,ASML,ASML Holding N.V.,North America,Consumer Discretionary,149.53,5358,801181.74,0.66
2025-05-23,RY,Royal Bank of Canada,Others,Real Estate,105.4,491,51751.4,0.04
2025-05-23,HSBC,HSBC Holdings plc,Others,Energy,367.88,5992,2204336.96,1.81
2025-05-23,BP,BP p.l.c.,North America,Utilities,464.89,6284,2921368.76,2.39
2025-05-23,RDSA,Royal Dutch Shell plc,Europe,Utilities,461.15,8492,3916085.8,3.21
2025-05-23,GSK,GlaxoSmithKline plc,North America,Health Care,320.45,3204,1026721.8,0.84
2025-05-23,UL,Unilever PLC,North America,Consumer Staples,37.19,2554,94983.26,0.08
2025-05-23,NVS,Novartis AG,Asia,Real Estate,330.77,9096,3008683.92,2.47
2025-05-23,RHHBY,Roche Holding AG,Europe,Real Estate,361.73,8254,2985719.42,2.45
2025-05-23,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,278.26,8210,2284514.6,1.87
2025-05-23,TCEHY,Tencent Holdings Limited,Others,Health Care,355.38,3940,1400197.2,1.15
2025-05-23,BABA,Alibaba Group Holding Limited,Asia,Financials,362.46,602,218200.92,0.18
2025-05-23,SONY,Sony Group Corporation,Emerging Markets,Financials,387.57,9162,3550916.34,2.91
2025-05-23,TM,Toyota Motor Corporation,North America,Health Care,24.63,306,7536.78,0.01
2025-05-23,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,212.58,7821,1662588.18,1.36
2025-05-23,RELIANCE,Reliance Industries Limited,Asia,Materials,220.77,7958,1756887.66,1.44
2025-05-23,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.75,2890,59967.5,0.05
2025-05-23,INFY,Infosys Limited,Asia,Consumer Staples,242.93,5216,1267122.88,1.04
2025-05-23,HDFCBANK,HDFC Bank Limited,Others,Technology,261.12,1857,484899.84,0.4
2025-05-23,ICICIBANK,ICICI Bank Limited,Asia,Financials,73.95,6474,478752.3,0.39
2025-05-23,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,209.86,3342,701352.12,0.57
2025-05-23,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,106.59,6768,721401.12,0.59
2025-05-23,BHARTIARTL,Bharti Airtel Limited,North America,Materials,42.9,3257,139725.3,0.11
2025-05-23,LT,Larsen & Toubro Limited,North America,Technology,442.54,9889,4376278.06,3.59
2025-05-23,SBIN,State Bank of India,Others,Industrials,320.63,2793,895519.59,0.73
2025-05-23,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,228.88,3727,853035.76,0.7
2025-05-23,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,214.64,5550,1191252.0,0.98
2025-05-23,CVS,CVS Health Corporation,Others,Industrials,165.49,5692,941969.08,0.77
2025-05-23,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,162.55,7492,1217824.6,1.0
2025-05-23,CMCSA,Comcast Corporation,Asia,Health Care,138.39,1406,194576.34,0.16
2025-05-23,CSX,CSX Corporation,Europe,Health Care,214.73,5964,1280649.72,1.05
2025-05-23,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,152.45,9001,1372202.45,1.12
2025-05-23,PLD,"Prologis, Inc.",Others,Real Estate,257.96,4513,1164173.48,0.95
2025-05-23,AMGN,Amgen Inc.,Europe,Technology,117.82,763,89896.66,0.07
2025-05-23,TXN,Texas Instruments Incorporated,North America,Energy,466.93,1595,744753.35,0.61
2025-05-23,QCOM,Qualcomm Incorporated,Others,Industrials,363.5,5332,1938182.0,1.59
2025-05-23,GILD,"Gilead Sciences, Inc.",North America,Consumer Discretionary,37.64,6685,251623.4,0.21
2025-05-23,BMY,Bristol-Myers Squibb Company,Others,Financials,479.13,3681,1763677.53,1.45
2025-05-23,BIIB,Biogen Inc.,North America,Utilities,349.77,7654,2677139.58,2.19
2025-05-23,LLY,Eli Lilly and Company,Emerging Markets,Consumer Staples,153.72,3796,583521.12,0.48
2025-05-23,ABT,Abbott Laboratories,Emerging Markets,Health Care,507.39,798,404897.22,0.33
2025-05-23,MDT,Medtronic plc,Asia,Consumer Staples,308.32,4837,1491343.84,1.22
2025-05-23,EL,The Estée Lauder Companies Inc.,North America,Consumer Staples,210.92,954,201217.68,0.16
2025-05-23,GS,"The Goldman Sachs Group, Inc.",Others,Materials,143.44,7492,1074652.48,0.88
2025-05-23,MS,Morgan Stanley,Others,Consumer Staples,318.64,5349,1704405.36,1.4
2025-05-23,BBY,"Best Buy Co., Inc.",Emerging Markets,Consumer Discretionary,268.68,5891,1582793.88,1.3
2025-05-23,DELL,Dell Technologies Inc.,Emerging Markets,Materials,277.55,5031,1396354.05,1.14
2025-05-23,LRCX,Lam Research Corporation,Others,Energy,44.37,4318,191589.66,0.16
2025-05-23,AMAT,"Applied Materials, Inc.",Europe,Consumer Staples,125.89,4489,565120.21,0.46
2025-05-23,ADI,"Analog Devices, Inc.",Europe,Consumer Discretionary,184.24,3031,558431.44,0.46
2025-05-23,MU,"Micron Technology, Inc.",North America,Energy,490.47,7225,3543645.75,2.9
2025-05-23,SNPS,"Synopsys, Inc.",North America,Consumer Staples,269.02,6387,1718230.74,1.41
2025-05-23,NOW,"ServiceNow, Inc.",North America,Consumer Discretionary,421.16,9439,3975329.24,3.26
2025-05-23,D,"Dominion Energy, Inc.",North America,Technology,260.57,2611,680348.27,0.56
2025-05-23,AEP,"American Electric Power Company, Inc.",North America,Technology,25.48,759,19339.32,0.02
2025-05-23,XEL,Xcel Energy Inc.,Others,Financials,167.47,6646,1113005.62,0.91
2025-05-23,PEG,Public Service Enterprise Group Incorporated,Asia,Industrials,354.77,8438,2993549.26,2.45
2025-05-23,DUKE,Duke Energy Corporation,Asia,Consumer Discretionary,177.26,1834,325094.84,0.27
2025-05-23,SO,The Southern Company,Asia,Real Estate,91.01,3076,279946.76,0.23
2025-05-24,AAPL,Apple Inc.,Asia,Technology,189.5,960,181920.0,0.15
2025-05-24,MSFT,Microsoft Corporation,Emerging Markets,Consumer Discretionary,95.41,5291,504814.31,0.41
2025-05-24,AMZN,"Amazon.com, Inc.",North America,Financials,300.05,5834,1750491.7,1.44
2025-05-24,GOOGL,Alphabet Inc.,Asia,Consumer Staples,224.62,4526,1016630.12,0.83
2025-05-24,META,"Meta Platforms, Inc.",North America,Materials,234.54,8422,1975295.88,1.62
2025-05-24,TSLA,"Tesla, Inc.",North America,Financials,15.03,869,13061.07,0.01
2025-05-24,NVDA,NVIDIA Corporation,North America,Consumer Staples,359.75,7049,2535877.75,2.08
2025-05-24,JPM,JPMorgan Chase & Co.,Asia,Consumer Staples,5.3,5151,27300.3,0.02
2025-05-24,BAC,Bank of America Corporation,North America,Consumer Staples,97.15,4655,452233.25,0.37
2025-05-24,WMT,Walmart Inc.,Europe,Utilities,305.32,6496,1983358.72,1.63
2025-05-24,PG,The Procter & Gamble Company,Asia,Technology,220.26,8766,1930799.16,1.58
2025-05-24,XOM,Exxon Mobil Corporation,Emerging Markets,Health Care,309.33,7949,2458864.17,2.02
2025-05-24,CVX,Chevron Corporation,Asia,Energy,28.47,2847,81054.09,0.07
2025-05-24,T,AT&T Inc.,North America,Consumer Discretionary,185.96,289,53742.44,0.04
2025-05-24,VZ,Verizon Communications Inc.,Others,Energy,49.38,3105,153324.9,0.13
2025-05-24,KO,The Coca-Cola Company,North America,Materials,102.22,7834,800791.48,0.66
2025-05-24,PFE,Pfizer Inc.,North America,Energy,478.01,1628,778200.28,0.64
2025-05-24,MRK,"Merck & Co., Inc.",Asia,Technology,28.04,3990,111879.6,0.09
2025-05-24,JNJ,Johnson & Johnson,Emerging Markets,Consumer Staples,344.4,5493,1891789.2,1.55
2025-05-24,UNH,UnitedHealth Group Incorporated,North America,Materials,476.94,8533,4069729.02,3.34
2025-05-24,HD,"The Home Depot, Inc.",North America,Industrials,192.79,7613,1467710.27,1.2
2025-05-24,DIS,The Walt Disney Company,Emerging Markets,Real Estate,53.9,9655,520404.5,0.43
2025-05-24,NFLX,"Netflix, Inc.",Others,Energy,123.44,7199,888644.56,0.73
2025-05-24,ORCL,Oracle Corporation,Asia,Financials,64.82,875,56717.5,0.05
2025-05-24,INTC,Intel Corporation,North America,Consumer Discretionary,21.86,3252,71088.72,0.06
2025-05-24,CSCO,"Cisco Systems, Inc.",Emerging Markets,Financials,133.2,4043,538527.6,0.44
2025-05-24,ADBE,Adobe Inc.,Others,Financials,373.27,1121,418435.67,0.34
2025-05-24,CRM,"Salesforce, Inc.",Europe,Utilities,262.33,3943,1034367.19,0.85
2025-05-24,PYPL,"PayPal Holdings, Inc.",Asia,Energy,96.91,6973,675753.43,0.55
2025-05-24,NKE,"NIKE, Inc.",North America,Energy,230.15,4397,1011969.55,0.83
2025-05-24,MCD,McDonald's Corporation,North America,Industrials,448.73,7729,3468234.17,2.84
2025-05-24,COST,Costco Wholesale Corporation,Emerging Markets,Financials,100.64,1116,112314.24,0.09
2025-05-24,SBUX,Starbucks Corporation,Asia,Health Care,481.5,7992,3848148.0,3.15
2025-05-24,BA,The Boeing Company,Asia,Consumer Discretionary,195.31,8629,1685329.99,1.38
2025-05-24,CAT,Caterpillar Inc.,North America,Materials,269.11,4987,1342051.57,1.1
2025-05-24,MMM,3M Company,North America,Consumer Staples,179.12,4959,888256.08,0.73
2025-05-24,GE,General Electric Company,North America,Energy,299.64,8784,2632037.76,2.16
2025-05-24,GM,General Motors Company,Emerging Markets,Technology,74.34,2162,160723.08,0.13
2025-05-24,F,Ford Motor Company,North America,Technology,87.79,8106,711625.74,0.58
2025-05-24,SAP,SAP SE,Emerging Markets,Materials,219.42,2127,466706.34,0.38
2025-05-24,ASML,ASML Holding N.V.,North America,Consumer Discretionary,149.42,5358,800592.36,0.66
2025-05-24,RY,Royal Bank of Canada,Others,Real Estate,104.55,491,51334.05,0.04
2025-05-24,HSBC,HSBC Holdings plc,Others,Energy,364.42,5992,2183604.64,1.79
2025-05-24,BP,BP p.l.c.,North America,Utilities,455.87,6284,2864687.08,2.35
2025-05-24,RDSA,Royal Dutch Shell plc,Europe,Utilities,461.12,8492,3915831.04,3.21
2025-05-24,GSK,GlaxoSmithKline plc,North America,Health Care,314.27,3204,1006921.08,0.83
2025-05-24,UL,Unilever PLC,North America,Consumer Staples,37.12,2554,94804.48,0.08
2025-05-24,NVS,Novartis AG,Asia,Real Estate,330.92,9096,3010048.32,2.47
2025-05-24,RHHBY,Roche Holding AG,Europe,Real Estate,376.4,8254,3106805.6,2.55
2025-05-24,NTT,Nippon Telegraph and Telephone Corporation,Europe,Consumer Discretionary,287.32,8210,2358897.2,1.93
2025-05-24,TCEHY,Tencent Holdings Limited,Others,Health Care,358.0,3940,1410520.0,1.16
2025-05-24,BABA,Alibaba Group Holding Limited,Asia,Financials,361.18,602,217430.36,0.18
2025-05-24,SONY,Sony Group Corporation,Emerging Markets,Financials,383.86,9162,3516925.32,2.88
2025-05-24,TM,Toyota Motor Corporation,North America,Health Care,25.04,306,7662.24,0.01
2025-05-24,SFTBY,SoftBank Group Corp.,Emerging Markets,Materials,216.23,7821,1691134.83,1.39
2025-05-24,RELIANCE,Reliance Industries Limited,Asia,Materials,223.61,7958,1779488.38,1.46
2025-05-24,TCS,Tata Consultancy Services Limited,Europe,Utilities,20.5,2890,59245.0,0.05
2025-05-24,INFY,Infosys Limited,Asia,Consumer Staples,243.71,5216,1271191.36,1.04
2025-05-24,HDFCBANK,HDFC Bank Limited,Others,Technology,257.06,1857,477360.42,0.39
2025-05-24,ICICIBANK,ICICI Bank Limited,Asia,Financials,73.78,6474,477651.72,0.39
2025-05-24,KOTAKBANK,Kotak Mahindra Bank Limited,Asia,Consumer Staples,210.27,3342,702722.34,0.58
2025-05-24,HINDUNILVR,Hindustan Unilever Limited,Emerging Markets,Energy,103.81,6768,702586.08,0.58
2025-05-24,BHARTIARTL,Bharti Airtel Limited,North America,Materials,43.26,3257,140897.82,0.12
2025-05-24,LT,Larsen & Toubro Limited,North America,Technology,440.94,9889,4360455.66,3.57
2025-05-24,SBIN,State Bank of India,Others,Industrials,314.04,2793,877113.72,0.72
2025-05-24,MIZHY,"Mizuho Financial Group, Inc.",Others,Health Care,227.03,3727,846140.81,0.69
2025-05-24,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Asia,Financials,213.3,5550,1183815.0,0.97
2025-05-24,CVS,CVS Health Corporation,Others,Industrials,167.14,5692,951360.88,0.78
2025-05-24,ANTM,"Anthem, Inc.",Emerging Markets,Consumer Staples,162.69,7492,1218873.48,1.0
2025-05-24,CMCSA,Comcast Corporation,Asia,Health Care,142.11,1406,199806.66,0.16
2025-05-24,CSX,CSX Corporation,Europe,Health Care,217.37,5964,1296394.68,1.06
2025-05-24,SPG,"Simon Property Group, Inc.",Asia,Consumer Staples,157.82,9001,1420537.82,1.16
2025-05-24,PLD,"Prologis, Inc.",Others,Real Estate,258.9,4513,1168415.7,0.96
2025-05-24,AMGN,Amgen Inc.,Europe,Technology,114.62,763,87455.06,0.07
